Id,Predicted
0,0.107670955
1,0.0854213
2,0.0882948
3,0.0019021655
4,0.0068667526
5,0.080912605
6,0.095398426
7,0.030468836
8,0.3351978
9,0.3555551
10,0.73789716
11,0.07782013
12,0.046350185
13,0.10949988
14,0.037526656
15,0.057876777
16,0.062439278
17,0.032471098
18,0.87950206
19,0.15189435
20,0.018393192
21,0.21233937
22,0.43155757
23,0.108409375
24,0.050318256
25,0.7174869
26,0.036530837
27,0.01650765
28,0.07645333
29,0.122098066
30,0.02572028
31,0.09674374
32,0.055653587
33,0.051974915
34,0.8904153
35,0.04465867
36,0.1259192
37,0.014995326
38,0.034461536
39,0.024190063
40,0.040619414
41,0.87950206
42,0.004980478
43,0.033108402
44,0.11865051
45,0.052360434
46,0.0015531902
47,0.16858052
48,0.014704
49,0.03788417
50,0.1146833
51,0.06778927
52,0.033643335
53,0.06605239
54,0.02929186
55,0.053781178
56,0.6386403
57,0.052883696
58,0.05368393
59,0.018988129
60,0.066051014
61,0.1121287
62,0.019334627
63,0.06777583
64,0.122030005
65,0.09403733
66,0.0054142433
67,0.08582315
68,0.38209137
69,0.17703027
70,0.06127784
71,0.018757552
72,0.12093348
73,0.031748828
74,0.035305843
75,0.0850705
76,0.048933372
77,0.29551405
78,0.031172164
79,0.06499863
80,0.06348518
81,0.13351126
82,0.090527005
83,0.06418107
84,0.05586517
85,0.22315414
86,0.11552489
87,0.086050265
88,0.069464244
89,0.017435376
90,3.643818e-18
91,0.022369301
92,0.11549319
93,0.054512452
94,0.12199448
95,0.053055573
96,0.13045901
97,0.09290437
98,0.122132994
99,0.065085985
100,0.24162464
101,0.041641872
102,0.003455756
103,0.004269136
104,0.007460763
105,0.092534505
106,0.0374576
107,0.067039974
108,0.02621851
109,0.06520223
110,0.10608047
111,0.023526732
112,0.26063147
113,0.17399788
114,0.020128384
115,0.27056485
116,0.0052512987
117,0.1085156
118,0.0049111466
119,0.036153484
120,0.007121274
121,0.005214846
122,0.022673827
123,1.4035616e-13
124,0.045422744
125,0.06962148
126,0.07472221
127,0.043669287
128,0.012328277
129,0.030964518
130,0.10521491
131,0.286474
132,0.6124153
133,0.048553824
134,0.098500356
135,0.00053495745
136,0.07362075
137,0.08620918
138,0.022638578
139,0.020047722
140,0.036643222
141,0.042936582
142,0.05355972
143,0.16197963
144,7.7185085e-11
145,0.07482373
146,0.10768943
147,0.12224349
148,0.87950206
149,0.023396377
150,0.0040070186
151,0.05587816
152,0.15807371
153,0.08910997
154,0.021490175
155,0.037613057
156,0.010188087
157,0.13113019
158,0.09270023
159,0.011673706
160,0.26795426
161,0.01398306
162,0.028736051
163,0.114229664
164,0.0048053972
165,0.09665058
166,0.07861416
167,0.0959916
168,0.016411953
169,0.8904153
170,0.00036453758
171,2.1485555e-06
172,0.035287715
173,9.022918e-05
174,0.085051805
175,0.044034448
176,0.06031599
177,0.0426905
178,0.87950206
179,0.09262806
180,0.0046691163
181,0.08733591
182,1.2303152e-10
183,0.010715299
184,0.05510608
185,0.11284546
186,0.07821117
187,0.12899557
188,0.06556099
189,0.09330397
190,0.077566124
191,0.007956325
192,0.026303802
193,0.866688
194,0.05508704
195,0.101232074
196,0.023903811
197,0.15980685
198,0.15994905
199,0.07114711
200,0.15798911
201,0.099660024
202,0.008379232
203,0.11985008
204,0.015370896
205,0.043522004
206,0.047554635
207,0.07134189
208,0.00029157262
209,0.09978121
210,0.079116754
211,0.044118263
212,0.071579054
213,0.009679399
214,0.15605615
215,0.1410679
216,0.03072331
217,0.17867519
218,0.058906633
219,0.031004583
220,0.077908605
221,0.14792286
222,0.045112386
223,0.009750698
224,0.87040436
225,0.080119945
226,0.15202077
227,0.73912454
228,0.13939543
229,0.03314349
230,0.0980998
231,0.23532271
232,0.06958012
233,0.017933328
234,9.500586e-24
235,0.10332598
236,0.32467514
237,0.06139034
238,0.6668178
239,0.10610867
240,0.16761786
241,0.06737651
242,0.022605225
243,0.084226236
244,0.16255668
245,0.876574
246,0.10799792
247,0.18891788
248,0.076133415
249,0.11841134
250,0.87950206
251,0.19348623
252,0.025060425
253,0.11199404
254,0.040670637
255,0.07362798
256,0.013969017
257,0.11701771
258,0.010361016
259,0.031070208
260,0.09059015
261,0.65790963
262,0.012491005
263,0.07395753
264,0.005985437
265,0.054693192
266,0.03931611
267,0.023273356
268,3.22228e-16
269,0.083932325
270,0.057260554
271,0.08739635
272,0.57310987
273,0.494886
274,0.025141014
275,0.06982555
276,0.001360486
277,0.018187918
278,0.013329274
279,0.074466765
280,0.45492738
281,0.0253722
282,0.014300526
283,0.22610557
284,0.102335334
285,0.105396
286,0.08190822
287,0.10686814
288,0.06489415
289,0.44819427
290,0.035704877
291,0.02631181
292,0.06803531
293,0.011252409
294,0.021457365
295,0.05816859
296,0.013373236
297,0.070166185
298,0.038840413
299,0.016546294
300,0.072243355
301,7.1498724e-11
302,0.057107564
303,0.008212729
304,0.001638116
305,0.028437734
306,0.06027112
307,0.87950206
308,0.09539588
309,0.01202929
310,0.04563388
311,0.20589165
312,0.044624973
313,0.0918814
314,0.026662875
315,0.07104985
316,0.3332585
317,0.31372008
318,0.040234223
319,0.03242511
320,0.21102248
321,0.073440336
322,0.12857187
323,0.058414806
324,0.018635357
325,0.038706332
326,0.1079519
327,0.3426695
328,0.0876252
329,0.06789232
330,0.10757831
331,0.0502058
332,0.16786768
333,0.066669
334,0.06510377
335,0.091491885
336,0.105525225
337,0.12725362
338,0.008797536
