Id,Predicted
0,4.3929402e-09
1,0.00012181547
2,1.5412995e-07
3,4.126973e-17
4,7.799114e-12
5,0.036047366
6,2.2340478e-09
7,3.732973e-12
8,0.25007558
9,0.99949265
10,0.99038166
11,6.377728e-06
12,5.893337e-07
13,0.065004945
14,0.0003972981
15,0.012705183
16,0.0041820672
17,2.1891108e-06
18,1.0
19,3.252679e-06
20,1.6901e-08
21,8.34553e-06
22,0.005359947
23,2.4313047e-06
24,8.905656e-13
25,0.9684096
26,6.457342e-14
27,5.1382583e-09
28,0.00020170167
29,1.6556368e-07
30,1.0664659e-07
31,0.23581454
32,3.087542e-10
33,0.0012102327
34,0.99986136
35,6.837229e-11
36,2.763044e-05
37,5.9466892e-08
38,0.0026860547
39,5.955105e-06
40,0.41462874
41,0.99993587
42,4.026585e-13
43,3.392242e-06
44,3.8285918e-05
45,0.004067315
46,0.002008446
47,2.6255785e-08
48,0.006024581
49,9.6902084e-05
50,6.4668326e-05
51,0.0014712274
52,1.2737016e-09
53,0.08046629
54,9.796084e-07
55,0.022099404
56,0.03525634
57,2.3180203e-07
58,9.745233e-13
59,0.00042450507
60,0.00026615793
61,0.99917775
62,7.1458885e-12
63,1.1320264e-09
64,1.8914622e-11
65,5.2108756e-10
66,2.270806e-08
67,0.007600645
68,0.081791185
69,0.8665174
70,0.53843564
71,9.49852e-09
72,0.016488306
73,6.775987e-08
74,3.4328768e-06
75,0.024904264
76,0.041813836
77,3.7096977e-09
78,6.3627285e-06
79,1.3903935e-05
80,8.3583945e-11
81,1.334705e-10
82,5.572693e-11
83,0.006495962
84,1.7091027e-08
85,0.8499496
86,0.00018051185
87,7.086566e-06
88,4.430071e-05
89,1.5408321e-07
90,5.5945333e-05
91,0.000633981
92,0.0019525728
93,1.9759836e-08
94,0.00035908425
95,5.061654e-10
96,8.616004e-06
97,9.956185e-13
98,2.6003337e-07
99,2.4049859e-08
100,7.837482e-06
101,6.566654e-10
102,1.8088556e-09
103,2.946142e-06
104,3.6816548e-14
105,8.471798e-09
106,1.5273317e-09
107,0.0004610012
108,3.678824e-15
109,2.1109665e-09
110,3.859027e-05
111,1.5145356e-09
112,0.030119855
113,4.7826665e-12
114,0.00042612638
115,0.00013089206
116,7.982281e-16
117,2.6137772e-05
118,5.482266e-08
119,7.0463586e-11
120,3.214319e-08
121,4.5305607e-14
122,5.2267995e-11
123,1.3300305e-08
124,6.998765e-12
125,0.0023105016
126,1.7936274e-07
127,6.4062783e-07
128,9.905927e-14
129,6.1807248e-12
130,5.489502e-10
131,0.33906648
132,0.99999976
133,1.8030792e-09
134,0.0013347256
135,3.0367187e-10
136,1.5123926e-05
137,0.00015157113
138,4.681606e-09
139,2.6575475e-07
140,3.31152e-05
141,0.09995447
142,0.00014435274
143,0.0006044524
144,4.5754536e-08
145,3.8868788e-05
146,1.0857042e-09
147,3.148301e-07
148,0.9999999
149,5.2797418e-08
150,0.0018678309
151,4.432618e-08
152,0.0009159074
153,3.208942e-11
154,1.7450956e-06
155,6.2254453e-06
156,1.4931779e-13
157,2.6792287e-07
158,0.07596879
159,5.9411906e-07
160,6.8389205e-12
161,0.00011009419
162,9.755498e-17
163,0.00016872835
164,1.6007236e-10
165,0.053060688
166,0.0070382124
167,2.3610726e-06
168,7.966634e-11
169,0.99999607
170,5.0420454e-07
171,6.022109e-10
172,1.0323643e-17
173,1.2819724e-07
174,6.5110514e-11
175,1.0989231e-05
176,5.4989577e-09
177,0.084162466
178,0.9999995
179,8.048983e-09
180,5.017039e-09
181,1.836295e-05
182,3.856768e-07
183,9.671978e-13
184,0.7602165
185,1.3989397e-06
186,1.6654239e-09
187,0.504096
188,9.9385026e-05
189,8.6325576e-07
190,9.681358e-06
191,3.1462646e-06
192,3.0901614e-07
193,0.82092065
194,7.1733953e-06
195,2.9995036e-07
196,4.329233e-09
197,1.2384479e-05
198,0.051236372
199,1.02869386e-07
200,0.0031405226
201,3.7706323e-07
202,3.9298693e-06
203,1.8008393e-06
204,3.5550606e-14
205,1.4054211e-09
206,3.820516e-11
207,7.2461767e-12
208,2.3814075e-21
209,3.191883e-05
210,2.364902e-08
211,6.484313e-09
212,1.7951963e-06
213,1.661579e-08
214,0.9999995
215,5.3273258e-08
216,1.2202832e-12
217,8.432231e-07
218,0.99821186
219,0.00111347
220,0.0017954098
221,6.503449e-05
222,1.1419271e-11
223,1.605152e-05
224,0.9985709
225,1.38127545e-08
226,2.7634724e-07
227,0.9998161
228,0.00031594676
229,5.938585e-06
230,0.0021324717
231,0.018287482
232,6.755263e-08
233,1.1045202e-15
234,1.4809202e-08
235,6.3487185e-08
236,9.630528e-08
237,1.051075e-09
238,0.999997
239,0.004372251
240,0.0026667414
241,0.00012160935
242,0.032175016
243,9.531414e-07
244,0.00031968934
245,0.99989164
246,2.8851463e-12
247,8.840942e-08
248,0.0039812922
249,0.0006995665
250,1.0
251,1.0330856e-09
252,3.455585e-12
253,0.0020866978
254,8.7687005e-07
255,1.8178596e-08
256,4.0846114e-15
257,4.0771454e-05
258,5.0151703e-14
259,1.02612925e-10
260,0.007300206
261,0.22495013
262,6.952676e-12
263,1.2971379e-08
264,6.612583e-09
265,4.2941764e-08
266,0.0028324837
267,1.9864581e-05
268,2.122573e-10
269,5.611553e-07
270,1.3464169e-08
271,0.16134915
272,0.9999125
273,0.9996954
274,2.2625302e-09
275,5.9589973e-07
276,2.0762249e-05
277,1.3784265e-10
278,2.5348381e-08
279,0.005615817
280,8.0331076e-05
281,4.404789e-12
282,6.834934e-11
283,0.99742764
284,6.839345e-06
285,0.059587635
286,9.500168e-13
287,0.15968026
288,3.2083212e-09
289,0.99882334
290,0.00021963484
291,8.81296e-08
292,4.483979e-08
293,1.9096925e-15
294,2.8319818e-09
295,0.010736266
296,1.1200394e-10
297,0.055057377
298,3.1256827e-06
299,9.56045e-08
300,0.0014714117
301,4.886964e-10
302,7.899645e-05
303,2.6835254e-05
304,2.3166016e-05
305,4.2383355e-10
306,1.1353458e-05
307,0.9999957
308,2.2693403e-10
309,2.2354836e-17
310,1.0855641e-05
311,0.0007124511
312,3.5007973e-15
313,0.41462874
314,5.2831064e-07
315,2.0709333e-06
316,0.99985397
317,2.8298907e-06
318,7.45306e-12
319,0.26557708
320,0.18660721
321,5.8041497e-12
322,2.4468927e-05
323,2.195295e-14
324,9.71226e-09
325,1.3216004e-05
326,1.5983294e-07
327,0.9999927
328,4.5486835e-05
329,1.8061047e-09
330,0.8916843
331,0.0006197025
332,0.7778531
333,2.332724e-06
334,0.011074902
335,0.027360603
336,4.2105485e-06
337,0.004135484
338,5.7142954e-12
339,4.9770776e-08
340,0.00052648206
341,1.091125e-12
342,0.010523618
343,0.00011360491
344,0.06605059
345,6.118338e-08
346,9.9050194e-05
347,7.5269645e-11
348,6.9730784e-11
349,6.3462366e-08
350,0.00024890053
351,6.545277e-07
352,2.0476543e-07
353,0.022598403
354,4.4330814e-06
355,0.35133645
356,2.058099e-11
357,4.7295085e-05
358,9.838986e-14
359,6.5373764e-09
360,0.00041186807
361,7.899252e-07
362,0.003749326
363,0.9977131
364,0.00021799168
365,2.2237095e-12
366,4.014295e-06
367,7.983656e-11
368,2.0369731e-07
369,2.0086774e-09
370,1.1946255e-09
371,1.0
372,9.897718e-09
373,4.737605e-09
374,7.7181714e-05
375,0.35613582
376,0.0014452931
377,0.0005432291
378,1.3989637e-06
379,3.9244765e-06
380,0.9989635
381,0.0034623407
382,1.6971022e-09
383,2.4211374e-06
384,0.34087473
385,0.07924714
386,7.1327196e-07
387,0.9999651
388,7.320094e-08
389,0.0011779391
390,9.000507e-15
391,0.9999348
392,0.00010741213
393,0.49422404
394,3.2293448e-07
395,0.0014246181
396,0.014604323
397,1.7146755e-07
398,7.563411e-09
399,8.6443714e-07
400,0.003434526
401,6.822584e-05
402,0.66347504
403,1.7560788e-08
404,0.0017508243
405,3.38445e-05
406,1.435058e-05
407,7.7626936e-08
408,8.755806e-09
409,1.27617055e-08
410,0.013547645
411,1.0
412,7.195331e-05
413,0.0006048745
414,0.011110921
415,1.3556215e-08
416,5.676477e-05
417,1.1424239e-05
418,0.01673374
419,5.362892e-13
420,5.3647983e-07
421,5.0280435e-10
422,0.99977857
423,0.0001514586
424,0.005164599
425,0.016143434
426,4.02123e-12
427,0.0009542184
428,0.0021215586
429,2.0530522e-06
430,0.0044144117
431,0.0004951806
432,9.209895e-10
433,4.9305003e-05
434,2.3448429e-05
435,1.3816471e-08
436,1.15822045e-08
437,7.7405864e-05
438,6.9666805e-07
439,7.981681e-05
440,0.09654147
441,8.008212e-05
442,1.08686296e-08
443,2.4242883e-05
444,1.788887e-09
445,3.9943682e-08
446,0.08171126
447,9.389172e-05
448,0.0077538164
449,0.2786651
450,7.9464096e-10
451,0.003367699
452,5.119045e-17
453,0.0017280105
454,4.7819917e-08
455,0.6298807
456,0.08953669
457,0.00013941401
458,6.6714805e-05
459,2.2834158e-06
460,4.121401e-11
461,3.1729179e-15
462,5.368258e-12
463,2.8529119e-05
464,3.235334e-07
465,1.15169305e-08
466,0.010971135
467,1.8272735e-06
468,4.268324e-08
469,0.99999845
470,3.159727e-08
471,0.00020364278
472,0.9999951
473,0.0005780022
474,0.0002507226
475,3.212825e-11
476,5.5136398e-09
477,1.8092068e-10
478,5.3350247e-15
479,0.16704732
480,9.21597e-06
481,1.17576924e-07
482,3.696421e-08
483,0.0018350142
484,5.846904e-09
485,1.94249e-08
486,1.4235887e-07
487,5.500906e-07
488,0.0023024508
489,0.74422324
490,7.207757e-17
491,3.7515317e-08
492,4.282255e-14
493,0.008507928
494,6.3280226e-05
495,0.00013211592
496,4.1444075e-09
497,0.00027311116
498,1.2521317e-08
499,0.0002414238
500,3.577451e-05
501,0.0014810326
502,0.00032899206
503,1.0856814e-09
504,1.2095268e-08
505,2.15477e-07
506,1.0
507,1.1991475e-05
508,0.024962336
509,0.00020013214
510,3.5430867e-07
511,4.8773035e-08
512,7.088118e-11
513,0.9986248
514,1.34579565e-08
515,0.00013723172
516,0.002247368
517,2.7254611e-08
518,0.6896176
519,8.921325e-07
520,2.3380751e-07
521,0.0026431887
522,0.0022570773
523,0.015811097
524,0.00019549287
525,1.8648551e-07
526,4.821704e-12
527,0.000896765
528,4.1935388e-07
529,1.6659513e-09
530,0.0020834396
531,1.5704073e-07
532,1.3431782e-06
533,0.4719476
534,0.00413868
535,0.0027388337
536,0.9367118
537,1.9150416e-13
538,7.997513e-05
539,1.4404123e-06
540,3.132679e-07
541,0.0017163606
542,4.5110948e-08
543,5.1501403e-09
544,8.378317e-14
545,3.329465e-05
546,0.44148672
547,4.3747978e-08
548,0.03058013
549,2.9100288e-11
550,0.9997042
551,1.8071556e-09
552,1.4031624e-10
553,1.2077458e-10
554,9.276663e-05
555,2.887672e-09
556,0.02276589
557,2.4385249e-12
558,0.0002157683
559,0.8870809
560,1.07182245e-08
561,1.9537541e-10
562,8.0324015e-17
563,4.2161346e-08
564,3.727385e-10
565,1.4045742e-07
566,1.8888064e-06
567,4.6963475e-08
568,1.1982783e-14
569,9.978792e-07
570,0.184135
571,1.7103351e-12
572,9.035185e-06
573,0.2737126
574,5.861128e-13
575,1.1286744e-06
576,6.721153e-07
577,0.0006906461
578,0.00013768312
579,0.45721292
580,3.1240947e-05
581,9.586616e-08
582,4.472671e-15
583,4.911452e-07
584,0.00023359196
585,0.9487049
586,0.0010622982
587,6.048134e-06
588,4.2046756e-19
589,0.001758827
590,1.18950055e-07
591,0.0016265381
592,3.8779355e-11
593,0.99999917
594,1.7933581e-10
595,1.2929855e-08
596,0.016824624
597,2.6372056e-06
598,2.7713606e-08
599,9.728283e-08
600,0.19312352
601,2.3921139e-06
602,5.404772e-08
603,1.9183922e-07
604,1.4456582e-07
605,7.057458e-07
606,0.05669043
607,1.8987147e-17
608,1.07226915e-10
609,7.3477334e-16
610,0.9997621
611,0.0005201376
612,1.0492427e-08
613,2.0327098e-11
614,0.9974119
615,0.9999949
616,1.1419313e-15
617,0.025368879
618,0.77576977
619,2.0321545e-08
620,3.920257e-12
621,0.020113328
622,0.99975926
623,0.00023140317
624,0.00046771707
625,3.4867816e-12
626,8.590658e-14
627,0.00074189575
628,1.3489982e-07
629,2.0020725e-16
630,1.2989471e-09
631,6.890311e-07
632,1.6457848e-10
633,0.06565231
634,2.2726665e-05
635,1.2225004e-07
636,3.9841452e-05
637,3.367323e-05
638,0.0008990972
639,5.0239258e-08
640,7.0276206e-15
641,0.012721055
642,0.008665312
643,8.9425974e-08
644,9.750524e-07
645,5.612595e-05
646,1.180837e-05
647,1.1525995e-10
648,1.934388e-05
649,3.468929e-05
650,0.9999993
651,0.00011099715
652,0.04069582
653,0.00032379592
654,0.00010910999
655,5.2823584e-06
656,0.07316227
657,0.08135521
658,0.091464505
659,8.5232614e-08
660,1.436058e-12
661,1.999619e-06
662,3.4773727e-06
663,0.0011881058
664,0.999943
665,1.0994576e-05
666,1.91026e-08
667,3.9101465e-07
668,4.1570725e-05
669,0.001453174
670,0.0014667594
671,5.310019e-08
672,2.9989478e-06
673,9.1038255e-06
674,0.99999666
675,0.042538434
676,0.06138066
677,0.06762023
678,0.0029787715
679,3.076665e-05
680,0.0012412322
681,0.9999182
682,0.00014738608
683,0.00021145122
684,0.08290754
685,3.5694125e-09
686,4.088224e-13
687,1.0732012e-06
688,0.48202336
689,0.0011302512
690,1.0160133e-11
691,1.7069277e-05
692,6.253844e-08
693,0.99931
694,2.8009956e-07
695,0.016551306
696,1.1554914e-05
697,1.5378572e-10
698,3.6948181e-06
699,0.00014679883
700,2.7815174e-08
701,0.0011920956
702,2.2492078e-10
703,0.5009457
704,0.040145673
705,3.2943522e-06
706,0.0011638824
707,5.2078605e-08
708,4.998226e-07
709,0.9998665
710,1.0489006e-06
711,8.9999834e-05
712,5.9490485e-06
713,0.9999976
714,1.2312163e-05
715,4.3759325e-08
716,6.6167492e-12
717,7.604729e-06
718,6.350789e-05
719,0.0018285427
720,9.8991564e-05
721,0.99998474
722,6.4241155e-09
723,4.8625204e-10
724,0.00840503
725,1.5635436e-06
726,0.0020615915
727,0.008589504
728,3.2016158e-20
729,0.00041098136
730,0.84375376
731,0.9999995
732,4.6704955e-08
733,0.00013949447
734,7.802312e-08
735,0.99838793
736,3.3084866e-08
737,5.4782583e-07
738,0.031872828
739,1.2673259e-09
740,0.0100932205
741,0.002734967
742,2.500421e-07
743,8.746349e-15
744,0.00010417667
745,1.7661279e-06
746,0.03603986
747,2.6949135e-10
748,1.1647235e-10
749,4.9040946e-08
750,0.9999441
751,0.00015919824
752,6.6980084e-07
753,0.9976762
754,1.055974e-05
755,6.66545e-13
756,0.012337193
757,8.179354e-09
758,2.410005e-12
759,0.0035243444
760,0.00071737316
