Id,Predicted
0,0.06666666666666667
1,0.22
2,0.09333333333333334
3,0.0
4,0.02
5,0.16666666666666666
6,0.10666666666666667
7,0.006666666666666667
8,0.16
9,0.4066666666666667
10,0.7
11,0.08666666666666667
12,0.05333333333333334
13,0.38666666666666666
14,0.06
15,0.07333333333333333
16,0.25333333333333335
17,0.06666666666666667
18,0.9066666666666666
19,0.10666666666666667
20,0.05333333333333334
21,0.04
22,0.5133333333333333
23,0.15333333333333332
24,0.04
25,0.6066666666666667
26,0.0
27,0.013333333333333334
28,0.02
29,0.07333333333333333
30,0.0
31,0.36
32,0.05333333333333334
33,0.06
34,0.6933333333333334
35,0.06
36,0.14666666666666667
37,0.006666666666666667
38,0.12666666666666668
39,0.09333333333333334
40,0.20666666666666667
41,0.7666666666666667
42,0.02
43,0.006666666666666667
44,0.11333333333333333
45,0.02666666666666667
46,0.006666666666666667
47,0.04
48,0.02666666666666667
49,0.02666666666666667
50,0.21333333333333335
51,0.02
52,0.2
53,0.31333333333333335
54,0.04
55,0.30666666666666664
56,0.5666666666666667
57,0.05333333333333334
58,0.02
59,0.013333333333333334
60,0.1
61,0.44666666666666666
62,0.03333333333333333
63,0.12666666666666668
64,0.08666666666666667
65,0.10666666666666667
66,0.02
67,0.08
68,0.58
69,0.12
70,0.49333333333333335
71,0.006666666666666667
72,0.4866666666666667
73,0.08
74,0.08
75,0.26666666666666666
76,0.013333333333333334
77,0.12666666666666668
78,0.02
79,0.006666666666666667
80,0.06666666666666667
81,0.12
82,0.24666666666666667
83,0.16
84,0.07333333333333333
85,0.4266666666666667
86,0.18
87,0.17333333333333334
88,0.12666666666666668
89,0.006666666666666667
90,0.0
91,0.0
92,0.08
93,0.02
94,0.08666666666666667
95,0.07333333333333333
96,0.07333333333333333
97,0.02
98,0.04666666666666667
99,0.10666666666666667
100,0.22666666666666666
101,0.013333333333333334
102,0.006666666666666667
103,0.05333333333333334
104,0.1
105,0.16666666666666666
106,0.17333333333333334
107,0.24666666666666667
108,0.04666666666666667
109,0.05333333333333334
110,0.2
111,0.14
112,0.38
113,0.06
114,0.03333333333333333
115,0.12666666666666668
116,0.03333333333333333
117,0.19333333333333333
118,0.02
119,0.013333333333333334
120,0.03333333333333333
121,0.02
122,0.02666666666666667
123,0.013333333333333334
124,0.04
125,0.1
126,0.006666666666666667
127,0.02666666666666667
128,0.0
129,0.06
130,0.06666666666666667
131,0.2
132,0.66
133,0.03333333333333333
134,0.013333333333333334
135,0.006666666666666667
136,0.04666666666666667
137,0.08
138,0.013333333333333334
139,0.0
140,0.02
141,0.16666666666666666
142,0.08666666666666667
143,0.14
144,0.0
145,0.06666666666666667
146,0.006666666666666667
147,0.04
148,0.7666666666666667
149,0.03333333333333333
150,0.06
151,0.12666666666666668
152,0.4266666666666667
153,0.013333333333333334
154,0.06
155,0.16
156,0.02
157,0.42
158,0.24666666666666667
159,0.05333333333333334
160,0.04666666666666667
161,0.05333333333333334
162,0.0
163,0.04666666666666667
164,0.04
165,0.23333333333333334
166,0.24
167,0.013333333333333334
168,0.03333333333333333
169,0.78
170,0.02
171,0.02
172,0.03333333333333333
173,0.26666666666666666
174,0.06666666666666667
175,0.006666666666666667
176,0.05333333333333334
177,0.04666666666666667
178,0.8266666666666667
179,0.08666666666666667
180,0.0
181,0.06
182,0.06
183,0.04666666666666667
184,0.42
185,0.04
186,0.013333333333333334
187,0.18
188,0.18666666666666668
189,0.08
190,0.013333333333333334
191,0.06666666666666667
192,0.0
193,0.6066666666666667
194,0.04
195,0.29333333333333333
196,0.08666666666666667
197,0.42
198,0.08
199,0.24
200,0.06666666666666667
201,0.006666666666666667
202,0.006666666666666667
203,0.10666666666666667
204,0.0
205,0.006666666666666667
206,0.04
207,0.08
208,0.08
209,0.08
210,0.20666666666666667
211,0.02666666666666667
212,0.03333333333333333
213,0.03333333333333333
214,0.46
215,0.17333333333333334
216,0.02666666666666667
217,0.06
218,0.06666666666666667
219,0.15333333333333332
220,0.1
221,0.09333333333333334
222,0.03333333333333333
223,0.08666666666666667
224,0.52
225,0.006666666666666667
226,0.12
227,1.0
228,0.09333333333333334
229,0.03333333333333333
230,0.18
231,0.1
232,0.04666666666666667
233,0.006666666666666667
234,0.0
235,0.0
236,0.15333333333333332
237,0.03333333333333333
238,0.66
239,0.10666666666666667
240,0.4533333333333333
241,0.013333333333333334
242,0.2
243,0.04666666666666667
244,0.18666666666666668
245,0.54
246,0.04
247,0.16666666666666666
248,0.08666666666666667
249,0.11333333333333333
250,0.9266666666666666
251,0.06666666666666667
252,0.06
253,0.04666666666666667
254,0.006666666666666667
255,0.0
256,0.06666666666666667
257,0.34
258,0.06
259,0.013333333333333334
260,0.32666666666666666
