Id,Predicted
0,0.2768293
1,0.16051006
2,0.10656309
3,0.017135726
4,0.15781263
5,0.07582332
6,0.27593073
7,0.1414461
8,0.30274165
9,0.23577915
10,0.36193663
11,0.27312034
12,0.17023705
13,0.3642438
14,0.24822044
15,0.09032623
16,0.18378554
17,0.19130416
18,0.5974904
19,0.42192057
20,0.107020505
21,0.18118833
22,0.37753946
23,0.23769294
24,0.19714932
25,0.19207568
26,0.19670907
27,0.11801755
28,0.22111505
29,0.14663449
30,0.111266024
31,0.2588715
32,0.18360025
33,0.14537598
34,0.5618504
35,0.20093684
36,0.2198493
37,0.125718
38,0.11294408
39,0.2394966
40,0.21029775
41,0.6681721
42,0.16806589
43,0.1575128
44,0.34850267
45,0.15099472
46,0.022548242
47,0.22839698
48,0.10933242
49,0.2570552
50,0.29867476
51,0.1289091
52,0.12101823
53,0.18957558
54,0.15687722
55,0.25680742
56,0.59166807
57,0.1503435
58,0.1160304
59,0.09482891
60,0.22455597
61,0.30473143
62,0.19667664
63,0.18849793
64,0.16116446
65,0.21235214
66,0.17716531
67,0.15374802
68,0.3874012
69,0.48828936
70,0.290373
71,0.100406714
72,0.27599004
73,0.22486983
74,0.12007979
75,0.24996227
76,0.16573638
77,0.32593262
78,0.13775551
79,0.19621527
80,0.18543567
81,0.31147897
82,0.2590118
83,0.20588759
84,0.21242526
85,0.38432917
86,0.36497328
87,0.1876943
88,0.22701895
89,0.12451282
90,0.13462329
91,0.16730347
92,0.39580634
93,0.34696144
94,0.20446323
95,0.15245873
96,0.23736309
97,0.2199405
98,0.24426655
99,0.23220919
100,0.12710464
101,0.2623009
102,0.08098654
103,0.035607602
104,0.24187717
105,0.14669403
106,0.31550682
107,0.17625588
108,0.26824328
109,0.12650941
110,0.16289511
111,0.12069595
112,0.2833202
113,0.19353402
114,0.14600188
115,0.29855028
116,0.11387214
117,0.3715616
118,0.067877136
119,0.13377376
120,0.174269
121,0.16824315
122,0.12714325
123,0.123659946
124,0.36006787
125,0.19531521
126,0.19279635
127,0.2482143
128,0.24238233
129,0.15905386
130,0.17130357
131,0.32443488
132,0.40900877
133,0.17533717
134,0.13540553
135,0.051256742
136,0.15346012
137,0.15532596
138,0.14495087
139,0.12852545
140,0.16202417
141,0.13464761
142,0.27906454
143,0.37014833
144,0.0759398
145,0.24998051
146,0.16552392
147,0.2845481
148,0.58711815
149,0.23180369
150,0.10260743
151,0.29297763
152,0.28946394
153,0.12956826
154,0.020342723
155,0.10898689
156,0.21318924
157,0.25238705
158,0.10619443
159,0.1114301
160,0.23688437
161,0.10628642
162,0.10557727
163,0.21000984
164,0.13949817
165,0.19975258
166,0.21369871
167,0.15750186
168,0.043212283
169,0.46873447
170,0.2315531
171,0.15203777
172,0.14702146
173,0.30068088
174,0.19384336
175,0.16981861
176,0.16887264
177,0.20019299
178,0.66817546
179,0.23573507
180,0.08991819
181,0.1765517
182,0.12718143
183,0.12812108
184,0.114168845
185,0.2754006
186,0.18346034
187,0.23328802
188,0.25548863
189,0.17874877
190,0.13873881
191,0.028167909
192,0.11221641
193,0.66817546
194,0.22232376
195,0.32772118
196,0.11908794
197,0.15568645
198,0.2757913
199,0.21448453
200,0.23225345
201,0.2601039
202,0.07215827
203,0.22139278
204,0.10853131
205,0.11759835
206,0.13104296
207,0.1960198
208,0.070876405
209,0.26647827
210,0.24139456
211,0.2623956
212,0.23541895
213,0.13089271
214,0.28429666
215,0.4006373
216,0.2755321
217,0.26945087
218,0.23661806
219,0.23901118
220,0.2716494
221,0.3037558
222,0.1696193
223,0.124024495
224,0.46436733
225,0.22829121
226,0.28096458
227,0.3629543
228,0.24840279
229,0.149749
230,0.16433193
231,0.25050694
232,0.2886908
233,0.27602902
234,0.07387435
235,0.1637643
236,0.3224401
237,0.27482334
238,0.34667298
239,0.072517216
240,0.28011227
241,0.1451345
242,0.1148352
243,0.13616587
244,0.29487175
245,0.6641347
246,0.47734985
247,0.4654955
248,0.2586561
249,0.30398348
250,0.6681584
251,0.19310072
252,0.22347786
253,0.2680703
254,0.21054173
255,0.16625749
256,0.22718076
257,0.360844
258,0.23385054
259,0.18866335
260,0.24222076
261,0.5150209
262,0.027851414
263,0.23478656
264,0.19595958
265,0.30630538
266,0.108359225
267,0.058838516
268,0.07391159
269,0.12622708
270,0.27257434
271,0.2145313
272,0.34486157
273,0.24738562
274,0.28772014
275,0.20521435
276,0.21282482
277,0.110781804
278,0.09591685
279,0.1615306
280,0.2763042
281,0.15187146
282,0.22668232
283,0.32702842
284,0.21467958
285,0.016786655
286,0.24083869
287,0.24590816
288,0.19884251
289,0.44917774
290,0.18580654
291,0.13072263
292,0.12548475
293,0.034035802
294,0.25458068
295,0.118660875
296,0.1476235
297,0.20284796
298,0.061267644
299,0.10149765
300,0.25746405
301,0.08181271
302,0.29067138
303,0.07883816
304,0.24908108
305,0.16801289
306,0.19659212
307,0.65337723
308,0.21130751
309,0.3047211
310,0.1321126
311,0.33846068
312,0.15874211
313,0.18346994
314,0.19759162
315,0.18759793
316,0.36172217
317,0.31039664
318,0.16963433
319,0.13269156
320,0.2432815
321,0.20666158
322,0.10170437
323,0.20952441
324,0.11247815
325,0.17104246
326,0.15232082
327,0.5614522
328,0.17182824
329,0.23403348
330,0.24564369
331,0.2882293
332,0.44504434
333,0.16586836
334,0.19012192
335,0.14622271
336,0.22481985
337,0.14988373
338,0.17927822
339,0.1552871
340,0.32904226
